0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.344623545229686138e-04 2.691736635951778238e-04 2.699023933488648515e-04 2.710564384814167995e-04 2.725448385524604860e-04 2.742399449474280460e-04 2.759774280428784355e-04 2.775567296761871855e-04 2.787422871270174834e-04 2.792659126514933365e-04 2.788307511458268384e-04 2.771172455409214811e-04 2.737915000300709598e-04 2.685163288585667909e-04 2.609650982477256485e-04 2.508382019005479021e-04 2.378816586068180708e-04 2.219069034605685234e-04 2.028104046407405020e-04 1.805913427296887246e-04 1.553653265101038669e-04 1.273720826335954411e-04 9.697532620507468351e-05 6.465363224379162832e-05 3.098205261775621722e-05 -3.394653977717779214e-06 -3.779517544378772562e-05 -7.153825081339035274e-05 -1.039792703169048482e-04 -1.345434152276343831e-04 -1.627524046866066568e-04 -1.882428450981667167e-04 -2.107753133184881930e-04 -2.302344274738455515e-04 -2.466210835175655126e-04 -2.600386481898353357e-04 -2.706751683488938052e-04 -2.787836197835095661e-04 -2.846619553374231740e-04 -2.886343170657170668e-04 -2.910343376187776807e-04 -2.921910393383385981e-04 -2.924174882800267654e-04 -2.920020944169861386e-04 -2.912022709691702328e-04 -2.902400661670212294e-04 -2.892993451301486586e-04 -2.885241118366921060e-04 -2.880176066305134043e-04 -1.439209373305288587e-04
2.691736635951778780e-04 5.388634447730692801e-04 5.403755448448223104e-04 5.427747168996428307e-04 5.458789349228813752e-04 5.494325021283275046e-04 5.531058147688137482e-04 5.564959511612295896e-04 5.591287490965708967e-04 5.604631593711974225e-04 5.598987523572828903e-04 5.567872834127997328e-04 5.504491600237353122e-04 5.401954634032088594e-04 5.253558257603714587e-04 5.053119276256980846e-04 4.795356556362186107e-04 4.476300843266655186e-04 4.093704989975655364e-04 3.647417993911253667e-04 3.139680034799120778e-04 2.575294182944314753e-04 1.961635476097189218e-04 1.308470645411327626e-04 6.275814071633571689e-05 -6.779144057142243163e-06 -7.636409461866770776e-05 -1.445961224350641311e-04 -2.101514587876445947e-04 -2.718524208809676088e-04 -3.287229565168267240e-04 -3.800262486181064589e-04 -4.252826532729712256e-04 -4.642686765004080951e-04 -4.969996578202424270e-04 -5.237000862052488756e-04 -5.447659761738518278e-04 -5.607235787506385100e-04 -5.721880810629830991e-04 -5.798250706736283663e-04 -5.843165942700200011e-04 -5.863327639564078556e-04 -5.865091415965561269e-04 -5.854295969933303624e-04 -5.836139876724479210e-04 -5.815098231141531361e-04 -5.794870208605151958e-04 -5.778349010982968340e-04 -5.767606691566798827e-04 -2.881943820451359503e-04
4.043647478718335195e-04 8.095492084400001884e-04 8.119540408220237522e-04 8.157807566568566360e-04 8.207562315904358072e-04 8.264961680733149459e-04 8.325041096701383918e-04 8.381715238577097833e-04 8.427799719242408394e-04 8.455065935342432303e-04 8.454342980642902058e-04 8.415681366856497814e-04 8.328592778033489311e-04 8.182377639120597818e-04 7.966547282472393604e-04 7.671339440820362093e-04 7.288314483840877683e-04 6.811005608908212230e-04 6.235580270788311161e-04 5.561454659341298970e-04 4.791791148421207722e-04 3.933804093389364764e-04 2.998805728812361376e-04 2.001943470236258737e-04 9.616123372322739338e-05 -1.014322717068742719e-05 -1.165192725884715841e-04 -2.207673101778141744e-04 -3.208122994145384821e-04 -4.148155272910777902e-04 -5.012632641727575097e-04 -5.790254246238451391e-04 -6.473817065432187212e-04 -7.060168321981101849e-04 -7.549897549562782292e-04 -7.946836496161222008e-04 -8.257441405323025924e-04 -8.490127661068590584e-04 -8.654614887250531435e-04 -8.761325110098134097e-04 -8.820860664845034740e-04 -8.843574325449886538e-04 -8.839232839516612296e-04 -8.816767023567401163e-04 -8.784096624368984384e-04 -8.748015779329368878e-04 -8.714124501211110768e-04 -8.686792578831059510e-04 -8.669144129762595139e-04 -4.331526595172830872e-04
5.402301020765948401e-04 1.081638161672712328e-03 1.085099863020261984e-03 1.090628200806897322e-03 1.097859348891988074e-03 1.106280201699564453e-03 1.115225869564469979e-03 1.123878266770049657e-03 1.131267186106863030e-03 1.136275572970241524e-03 1.137650989878630919e-03 1.134025447183766890e-03 1.123945795074572478e-03 1.105916633969790917e-03 1.078457102040013271e-03 1.040171842815484395e-03 9.898348801644189787e-04 9.264830447763220539e-04 8.495131399164825708e-04 7.587745022688482943e-04 6.546464824194221654e-04 5.380892560722452811e-04 4.106569252698717004e-04 2.744645555514853286e-04 1.321056932225821851e-04 -1.347650774628436632e-05 -1.591543031184503715e-04 -3.018001960225016878e-04 -4.384717581563217503e-04 -5.665765972411723750e-04 -6.840011446618485258e-04 -7.891930138566836950e-04 -8.811937951680847564e-04 -9.596257367452051823e-04 -1.024640657813198283e-03 -1.076842125724111407e-03 -1.117192474812296610e-03 -1.146915130090732544e-03 -1.167400566172766517e-03 -1.180121698748621585e-03 -1.186562048957845103e-03 -1.188157938002571030e-03 -1.186254394995097695e-03 -1.182073408256866312e-03 -1.176692557303389217e-03 -1.171031833333195746e-03 -1.165846488226181818e-03 -1.161723955307574722e-03 -1.159083188260691530e-03 -5.790875454818877888e-04
6.769095864242941681e-04 1.355428143362881564e-03 1.360165433859999344e-03 1.367761170625963769e-03 1.377762190028321461e-03 1.389527474835395605e-03 1.402223092767522147e-03 1.414817935086574649e-03 1.426082034883429869e-03 1.434589706644908390e-03 1.438730191146325374e-03 1.436728849496238074e-03 1.426682130901172144e-03 1.406609408855789140e-03 1.374524178830705684e-03 1.328525865091906635e-03 1.266911449822535896e-03 1.188303256199785274e-03 1.091785598171021027e-03 9.770390167226361555e-04 8.444571319989602198e-04 6.952287261927283385e-04 5.313676570888672956e-04 3.556765509338550429e-04 1.716373073299293922e-04 -1.676837139082294759e-05 -2.052937564918019819e-04 -3.896924593737964571e-04 -5.659837786601683990e-04 -7.306874173367873537e-04 -8.810028520037337108e-04 -1.014918680271181470e-03 -1.131248727944553223e-03 -1.229601875562091884e-03 -1.310299645943539121e-03 -1.374258941178966090e-03 -1.422857300363542660e-03 -1.457795632855737877e-03 -1.480969689393610289e-03 -1.494357538681339095e-03 -1.499926696837256684e-03 -1.499561675044968657e-03 -1.495010676984532411e-03 -1.487848934722770487e-03 -1.479455575302606948e-03 -1.471000789311336862e-03 -1.463440267392417983e-03 -1.457514251067468930e-03 -1.453749015935320611e-03 -7.262295372513945246e-04
8.144700470240229945e-04 1.631070663801039832e-03 1.637356086146149643e-03 1.647475900378134704e-03 1.660890655654068300e-03 1.676834447008052845e-03 1.694305996668438868e-03 1.712059810869167968e-03 1.728599563892041502e-03 1.742176501442614656e-03 1.750796325320498614e-03 1.752238651496963728e-03 1.744093606077273817e-03 1.723820261256994377e-03 1.688831178284982276e-03 1.636606032097406849e-03 1.564834854552128035e-03 1.471587641397141891e-03 1.355501921687023853e-03 1.215973757217408968e-03 1.053331417130948938e-03 8.689661362338250983e-04 6.653928265959105359e-04 4.462172565737887453e-04 2.159961266378074285e-04 -2.000793019953095442e-05 -2.561559025059043093e-04 -4.868092309230562242e-04 -7.067066168767836831e-04 -9.112935103916461332e-04 -1.096966995943986570e-03 -1.261215550628773038e-03 -1.402651639882816423e-03 -1.520950712216050105e-03 -1.616720067291840812e-03 -1.691324713756653733e-03 -1.746695791605185413e-03 -1.785142294502451918e-03 -1.809180602298033139e-03 -1.821390200173972004e-03 -1.824298812137312500e-03 -1.820296383129783001e-03 -1.811574905789257658e-03 -1.800089796850497421e-03 -1.787538097090303653e-03 -1.775348914298160129e-03 -1.764682014586554677e-03 -1.756431118537660728e-03 -1.751229159663315969e-03 -8.747267041643043807e-04
9.528870144671728205e-04 1.908533958131696179e-03 1.916692115487259084e-03 1.929881225421618699e-03 1.947481173125705217e-03 1.968607601939365796e-03 1.992097602290874257e-03 2.016494189365394644e-03 2.040032034812687238e-03 2.060627769014512431e-03 2.075879136414838719e-03 2.083078303995311922e-03 2.079245562271139769e-03 2.061190299042895552e-03 2.025606139290779539e-03 1.969206090274601417e-03 1.888900895259308307e-03 1.782019094740367599e-03 1.646560247916449560e-03 1.481463603313703387e-03 1.286864276630560883e-03 1.064299825866896893e-03 8.168251697241619980e-04 5.489966549725097678e-04 2.666994201818845278e-04 -2.318398307913846490e-05 -3.132355839898272321e-04 -5.960379972967319584e-04 -8.647104048447387670e-04 -1.113370478378297723e-03 -1.337465636475129033e-03 -1.533945502497489899e-03 -1.701277594540268751e-03 -1.839332089502338646e-03 -1.949174842338897984e-03 -2.032810698255282933e-03 -2.092914188271470868e-03 -2.132575527094971238e-03 -2.155079597738850453e-03 -2.163726439742942945e-03 -2.161694708111476168e-03 -2.151944862333574592e-03 -2.137156206879008147e-03 -2.119690849439651893e-03 -2.101577658016504438e-03 -2.084509944280552637e-03 -2.069851550975778179e-03 -2.058647057726827913e-03 -2.051632815690871900e-03 -1.024623186451073227e-03
1.092026776700210288e-03 2.187566614962269639e-03 2.197970880327671482e-03 2.214858215986954988e-03 2.237537066882935768e-03 2.265015991107171590e-03 2.295982250947257997e-03 2.328777206077850721e-03 2.361371159398486727e-03 2.391341386166645488e-03 2.415858401890623106e-03 2.431687058183739161e-03 2.435210680218256873e-03 2.422487930048098509e-03 2.389352977753333995e-03 2.331569255864567730e-03 2.245044722282502764e-03 2.126111208263697927e-03 1.971861255167645793e-03 1.780522594729109370e-03 1.551834059011932693e-03 1.287370048759544500e-03 9.907487655857888376e-04 6.676588183205968419e-04 3.256556019036321858e-04 -2.628499405500986374e-05 -3.784180973722996166e-04 -7.209995781122142955e-04 -1.045055749540679119e-03 -1.343034807446540080e-03 -1.609252996314817358e-03 -1.840098046605818244e-03 -2.034002317293545636e-03 -2.191234233662322367e-03 -2.313573395275794059e-03 -2.403934130403434510e-03 -2.465990346042574305e-03 -2.503837860959005554e-03 -2.521714035898046241e-03 -2.523781261190067085e-03 -2.513971683893704082e-03 -2.495885202792910706e-03 -2.472730404539989421e-03 -2.447297803955256722e-03 -2.421955647277668905e-03 -2.398660009082799558e-03 -2.378972544368532054e-03 -2.364080805058918142e-03 -2.354817380252627497e-03 -1.175837595145949122e-03
1.231629301594190738e-03 2.467662707228267076e-03 2.480729800284482440e-03 2.502019662431911699e-03 2.530783236084895547e-03 2.565939979724544268e-03 2.606047602220129891e-03 2.649265784871839002e-03 2.693316500905280214e-03 2.735444838328389416e-03 2.772385951042413699e-03 2.800345929965209965e-03 2.815006937803791326e-03 2.811569667419841489e-03 2.784848592957772651e-03 2.729436758792686685e-03 2.639955735737831155e-03 2.511401201783423215e-03 2.339583552517177090e-03 2.121644653462009117e-03 1.856606509471059319e-03 1.545878459858290865e-03 1.193624018469837539e-03 8.068783830927350742e-04 3.953258981923973847e-04 -2.929909101326635956e-05 -4.541408558908152648e-04 -8.663445906872506430e-04 -1.254178695397373255e-03 -1.607963321559657821e-03 -1.920669394722664125e-03 -2.188140969854489998e-03 -2.408977472343847709e-03 -2.584166528108448185e-03 -2.716576342409335321e-03 -2.810406488204863357e-03 -2.870670470926876133e-03 -2.902754265030780753e-03 -2.912069674865059438e-03 -2.903803073118780068e-03 -2.882749010983384763e-03 -2.853213014484223126e-03 -2.818966758039283260e-03 -2.783240074583677968e-03 -2.748736664121067923e-03 -2.717663074221377678e-03 -2.691763077024664219e-03 -2.672351739759411607e-03 -2.660345220556887581e-03 -1.328141796332920309e-03
1.371292689351703842e-03 2.748029774333468362e-03 2.764211561210422677e-03 2.790670629586000390e-03 2.826620179993601795e-03 2.870916919579544722e-03 2.922020313316861170e-03 2.977942090801878952e-03 3.036188228712361978e-03 3.093697074675673050e-03 3.146779366040472828e-03 3.191068758618909040e-03 3.221495177905330659e-03 3.232297735017243545e-03 3.217098691593714421e-03 3.169064068193568062e-03 3.081178267992555619e-03 2.946656908531235242e-03 2.759510477961878150e-03 2.515247895058921046e-03 2.211671531417391118e-03 1.849666076117403857e-03 1.433832858044815223e-03 9.727886993873141597e-04 4.789605806722330161e-04 -3.221408671244541111e-05 -5.436296633712575654e-04 -1.038181637198667961e-03 -1.500435956755665629e-03 -1.917971167065265353e-03 -2.282178020967067650e-03 -2.588464642183586212e-03 -2.835957434442388375e-03 -3.026866443229012105e-03 -3.165696079805564028e-03 -3.258449571117549154e-03 -3.311924729107639659e-03 -3.333149448995726544e-03 -3.328967818509923418e-03 -3.305764175100464608e-03 -3.269300862972231159e-03 -3.224642252667012099e-03 -3.176139352010406633e-03 -3.127453435453990231e-03 -3.081601848262449650e-03 -3.041013559503927960e-03 -3.007585724751440405e-03 -2.982735374509221191e-03 -2.967442433257308325e-03 -1.481140836164291600e-03
1.510460052740017576e-03 3.027561459585550833e-03 3.047333347202947542e-03 3.079771899953258861e-03 3.124079129166929848e-03 3.179085315166413697e-03 3.243196547488642369e-03 3.314327861441961759e-03 3.389823315532855194e-03 3.466365802478239139e-03 3.539881711131315223e-03 3.605449049606825745e-03 3.657222583774114022e-03 3.688396104238208378e-03 3.691229947701726855e-03 3.657180537308901691e-03 3.577175991567385638e-03 3.442084097890808075e-03 3.243410402347587929e-03 2.974237403328534868e-03 2.630363804597496413e-03 2.211523526820927121e-03 1.722468335254981331e-03 1.173616442883586297e-03 5.809540617332104029e-04 -3.501752319418766080e-05 -6.512538984164220612e-04 -1.244712004745990308e-03 -1.794894600748671298e-03 -2.285822147996267872e-03 -2.707085634031880517e-03 -3.053944867365515625e-03 -3.326679660269137029e-03 -3.529506913411008251e-03 -3.669361225843242869e-03 -3.754755150855194901e-03 -3.794839371352668606e-03 -3.798703805617080487e-03 -3.774908614408715307e-03 -3.731207307438529769e-03 -3.674415592049104506e-03 -3.610381840774876117e-03 -3.544022324730160267e-03 -3.479392981535441021e-03 -3.419777480102330000e-03 -3.367777882458174860e-03 -3.325399124411623948e-03 -3.294122007919465453e-03 -3.274961703875253934e-03 -1.634255067391484142e-03
1.648409934892625540e-03 3.304817057746268529e-03 3.328662452355150760e-03 3.367908793356965379e-03 3.421780892804189220e-03 3.489130123892741561e-03 3.568369767815937621e-03 3.657390497488656120e-03 3.753455854682258286e-03 3.853078775110842930e-03 3.951882485682088608e-03 4.044452938692356947e-03 4.124195971084584911e-03 4.183221221526603473e-03 4.212286942671707168e-03 4.200854983947857613e-03 4.137321687560306660e-03 4.009503853960913466e-03 3.805460839102693671e-03 3.514710897039578785e-03 3.129835290967407369e-03 2.648343725897020495e-03 2.074502821406400133e-03 1.420647137350489198e-03 7.073944329809428444e-04 -3.769673994133415640e-05 -7.830761899325494602e-04 -1.497195327190649350e-03 -2.152500389373340761e-03 -2.728381546256451740e-03 -3.212515222192832698e-03 -3.600648709744087850e-03 -3.895288964375034912e-03 -4.103873886804516175e-03 -4.236906563181430663e-03 -4.306350722948062981e-03 -4.324413833827235598e-03 -4.302724276600115166e-03 -4.251844443549770980e-03 -4.181038645562774880e-03 -4.098216606636151046e-03 -4.009986723162078937e-03 -3.921769714623978345e-03 -3.837938408575209195e-03 -3.761961481432522618e-03 -3.696537790680638758e-03 -3.643713922028170640e-03 -3.604981375729545291e-03 -3.581352042853275068e-03 -1.786705852814830017e-03
